name,platform,publisher,genre,sales_year,country,weeks,yearly,total,img,publisher_country
Aikatsu! 2-nin no My Princess,3DS,Namco Bandai Games,Action,2013,Japan,7,190978,190978,https://www.vgchartz.com/games/boxart/full_5905940JapanFrontccc.jpg,Japan
Shin Gundam Musou,PS3,Namco Bandai Games,Action,2013,Japan,3,188636,188636,https://www.vgchartz.com/games/boxart/full_8631989JapanFrontccc.jpg,Japan
Kamen Rider: Battride War,PS3,Namco Bandai Games,Action,2013,Japan,33,187859,187859,https://www.vgchartz.com/games/boxart/full_7926848JapanFrontccc.jpg,Japan
Super Robot Wars UX,3DS,Namco Bandai Games,Strategy,2013,Japan,43,179031,179031,https://www.vgchartz.com/games/boxart/full_6561562JapanFrontccc.jpg,Japan
Naruto Shippuden: Narutimate Storm 3,PS3,Namco Bandai Games,Fighting,2013,Japan,38,148883,148883,https://www.vgchartz.com/games/boxart/full_8181752AmericaFrontccc.jpg,Japan
Summon Night 5,PSP,Namco Bandai Games,Role-Playing,2013,Japan,34,142112,142112,https://www.vgchartz.com/games/boxart/full_7180581JapanFrontccc.jpg,Japan
Kuma-Tomo,3DS,Namco Bandai Games,Misc,2013,Japan,29,119768,119768,https://www.vgchartz.com/games/boxart/full_4040898JapanFrontccc.jpg,Japan
One Piece: Pirate Warriors 2,PSV,Namco Bandai Games,Action,2013,Japan,42,119451,119451,https://www.vgchartz.com/games/boxart/full_8833705JapanFrontccc.jpg,Japan
Taiko no Tatsujin: Wii U Version!,WiiU,Namco Bandai Games,Misc,2013,Japan,7,116162,116162,https://www.vgchartz.com/games/boxart/full_2510286JapanFrontccc.jpg,Japan
Aikatsu! Cinderella Lesson,3DS,Namco Bandai Games,Action,2013,Japan,60,112417,181649,https://www.vgchartz.com/games/boxart/full_2453471JapanFrontccc.jpg,Japan
Tales of Symphonia: Chronicles,PS3,Namco Bandai Games,Role-Playing,2013,Japan,13,112415,112415,https://www.vgchartz.com/games/boxart/full_5408505AmericaFrontccc.png,Japan
Dark Souls II,PS3,Namco Bandai Games,Action,2014,Global,43,1088117,1088117,https://www.vgchartz.com/games/boxart/full_5429372AmericaFrontccc.jpg,Japan
Dark Souls II,PS3,Namco Bandai Games,Action,2014,Germany,42,63780,64077,https://www.vgchartz.com/games/boxart/full_5429372AmericaFrontccc.jpg,Japan
Kidou Senshi Gundam: Extreme VS Full Boost,PS3,Namco Bandai Games,Action,2014,Japan,48,371385,371385,https://www.vgchartz.com/games/boxart/full_mobile-suit-gundam-extreme-vs_796JapanFront.jpg,Japan
Dark Souls II,PS3,Namco Bandai Games,Action,2014,Japan,42,348592,348592,https://www.vgchartz.com/games/boxart/full_5429372AmericaFrontccc.jpg,Japan
Sword Art Online: Hollow Fragment,PSV,Namco Bandai Games,Role-Playing,2014,Japan,36,264069,264069,https://www.vgchartz.com/games/boxart/full_1971045JapanFrontccc.jpg,Japan
3rd Super Robot Wars Z Jigoku Hen,PS3,Namco Bandai Games,Role-Playing,2014,Japan,38,219322,219322,https://www.vgchartz.com/games/boxart/full_874070JapanFrontccc.jpg,Japan
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,Namco Bandai Games,Action,2014,Japan,27,211603,211603,https://www.vgchartz.com/games/boxart/full_6243288JapanFrontccc.jpg,Japan
J-Stars Victory Vs.,PS3,Namco Bandai Games,Action,2014,Japan,41,192112,192112,https://www.vgchartz.com/games/boxart/full_7349099JapanFrontccc.jpg,Japan
Dragon Ball Heroes: Ultimate Mission 2,3DS,Namco Bandai Games,Strategy,2014,Japan,21,183311,183311,https://www.vgchartz.com/games/boxart/full_7291981JapanFrontccc.jpg,Japan
3rd Super Robot Wars Z Jigoku Hen,PSV,Namco Bandai Games,Role-Playing,2014,Japan,38,182298,182298,https://www.vgchartz.com/games/boxart/full_7015172JapanFrontccc.jpg,Japan
J-Stars Victory Vs.,PSV,Namco Bandai Games,Action,2014,Japan,41,164576,164576,https://www.vgchartz.com/games/boxart/full_7671848JapanFrontccc.jpg,Japan
The IdolM@ster: One for All,PS3,Namco Bandai Games,Misc,2014,Japan,33,122052,122052,https://www.vgchartz.com/games/boxart/full_1494769JapanFrontccc.jpg,Japan
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,Namco Bandai Games,Action,2014,Japan,63,116300,337594,https://www.vgchartz.com/games/boxart/full_1761699JapanFrontccc.jpg,Japan
Mobile Suit Gundam Side Story: Missing Link,PS3,Namco Bandai Games,Action,2014,Japan,31,113290,113290,https://www.vgchartz.com/games/boxart/full_4780242JapanFrontccc.jpg,Japan
Kamen Rider: Battride War 2,PS3,Namco Bandai Games,Action,2014,Japan,27,94696,94696,https://www.vgchartz.com/games/boxart/full_2395035JapanFrontccc.jpg,Japan
Gundam Breaker 2,PS3,Namco Bandai Games,Action,2014,Japan,2,93359,93359,https://www.vgchartz.com/games/boxart/full_9728372JapanFrontccc.jpg,Japan
Kuroko's Basketball: Miracle Game,3DS,Namco Bandai Games,Action,2014,Japan,45,90544,90544,https://www.vgchartz.com/games/boxart/full_5589181JapanFrontccc.jpg,Japan
Gundam Breaker 2,PSV,Namco Bandai Games,Action,2014,Japan,2,84555,84555,https://www.vgchartz.com/games/boxart/full_1358792JapanFrontccc.jpg,Japan
Aikatsu! 365 Idol Days,3DS,Namco Bandai Games,Adventure,2014,Japan,4,83328,83328,https://www.vgchartz.com/games/boxart/full_5508319JapanFrontccc.jpg,Japan
Dragon Ball: Xenoverse,PS4,Namco Bandai Games,Fighting,2015,Global,48,854417,854417,https://www.vgchartz.com/games/boxart/full_2446198AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2015,Europe,33,1696315,1696315,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,XOne,Namco Bandai Games,Role-Playing,2015,Europe,33,401570,401570,https://www.vgchartz.com/games/boxart/full_4545317AmericaFrontccc.jpg,Japan
Dragon Ball: Xenoverse,PS4,Namco Bandai Games,Fighting,2015,Europe,45,384708,384708,https://www.vgchartz.com/games/boxart/full_2446198AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PC,Namco Bandai Games,Role-Playing,2015,Europe,33,311636,311636,https://www.vgchartz.com/games/boxart/full_5355846AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2015,UK,33,252924,252924,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,XOne,Namco Bandai Games,Role-Playing,2015,UK,33,134268,134268,https://www.vgchartz.com/games/boxart/full_4545317AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2015,Germany,33,339619,339619,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PC,Namco Bandai Games,Role-Playing,2015,Germany,33,118519,118519,https://www.vgchartz.com/games/boxart/full_5355846AmericaFrontccc.jpg,Japan
Dragon Ball: Xenoverse,PS4,Namco Bandai Games,Fighting,2015,Germany,45,78668,78668,https://www.vgchartz.com/games/boxart/full_2446198AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,XOne,Namco Bandai Games,Role-Playing,2015,Germany,33,63378,63378,https://www.vgchartz.com/games/boxart/full_4545317AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2015,France,33,274029,274029,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Dragon Ball: Xenoverse,PS4,Namco Bandai Games,Fighting,2015,France,45,81837,81837,https://www.vgchartz.com/games/boxart/full_2446198AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,XOne,Namco Bandai Games,Role-Playing,2015,France,33,79300,79300,https://www.vgchartz.com/games/boxart/full_4545317AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PC,Namco Bandai Games,Role-Playing,2015,France,33,65481,65481,https://www.vgchartz.com/games/boxart/full_5355846AmericaFrontccc.jpg,Japan
Tales of Zesteria,PS3,Namco Bandai Games,Role-Playing,2015,Japan,50,406780,406780,https://www.vgchartz.com/games/boxart/full_4002148AmericaFrontccc.jpg,Japan
God Eater 2: Rage Burst,PSV,Namco Bandai Games,Action,2015,Japan,46,353635,353635,https://www.vgchartz.com/games/boxart/full_500318JapanFrontccc.jpg,Japan
Sword Art Online: Lost Song,PSV,Namco Bandai Games,Role-Playing,2015,Japan,41,215980,215980,https://www.vgchartz.com/games/boxart/full_6134101JapanFrontccc.jpg,Japan
God Eater Resurrection,PSV,Namco Bandai Games,Action,2015,Japan,10,179652,179652,https://www.vgchartz.com/games/boxart/full_2295518JapanFrontccc.jpg,Japan
One Piece: Kaizoku Musou 3,PS3,Namco Bandai Games,Action,2015,Japan,41,176550,176550,https://www.vgchartz.com/games/boxart/full_2203862JapanFrontccc.jpg,Japan
3rd Super Robot Wars Z: Tengoku-Hen,PSV,Namco Bandai Games,Action,2015,Japan,40,172100,172100,https://www.vgchartz.com/games/boxart/full_8060871JapanFrontccc.jpg,Japan
Digimon Story: Cyber Sleuth,PSV,Namco Bandai Games,Role-Playing,2015,Japan,43,151139,151139,https://www.vgchartz.com/games/boxart/full_6403342JapanFrontccc.jpg,Japan
Dragon Ball Z: Extreme Butouden,3DS,Namco Bandai Games,Action,2015,Japan,30,146246,146246,https://www.vgchartz.com/games/boxart/full_5829281JapanFrontccc.jpg,Japan
3rd Super Robot Wars Z: Tengoku-Hen,PS3,Namco Bandai Games,Action,2015,Japan,40,144584,144584,https://www.vgchartz.com/games/boxart/full_965170JapanFrontccc.jpg,Japan
Super Robot Wars BX,3DS,Namco Bandai Games,Action,2015,Japan,12,131906,131906,https://www.vgchartz.com/games/boxart/full_2111294JapanFrontccc.jpg,Japan
Dragon Ball: Xenoverse,PS3,Namco Bandai Games,Fighting,2015,Japan,48,127795,127795,https://www.vgchartz.com/games/boxart/full_9530377AmericaFrontccc.jpg,Japan
Disney Magic World 2,3DS,Namco Bandai Games,Action,2015,Japan,4,117396,117396,https://www.vgchartz.com/games/boxart/full_2207606AmericaFrontccc.jpg,Japan
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,Namco Bandai Games,Action,2015,Japan,43,112787,112787,https://www.vgchartz.com/games/boxart/full_9535526JapanFrontccc.jpg,Japan
One Piece: Kaizoku Musou 3,PSV,Namco Bandai Games,Action,2015,Japan,41,112704,112704,https://www.vgchartz.com/games/boxart/full_2154566JapanFrontccc.jpg,Japan
Mobile Suit Gundam: Extreme VS Force,PSV,Namco Bandai Games,Action,2015,Japan,2,108041,108041,https://www.vgchartz.com/games/boxart/full_7123050JapanFrontccc.jpg,Japan
Dragon Ball: Xenoverse,PS4,Namco Bandai Games,Fighting,2015,Japan,48,99875,99875,https://www.vgchartz.com/games/boxart/full_4445263JapanFrontccc.jpg,Japan
Dragon Ball Heroes: Ultimate Mission 2,3DS,Namco Bandai Games,Strategy,2015,Japan,74,98638,281949,https://www.vgchartz.com/games/boxart/full_7291981JapanFrontccc.jpg,Japan
Taiko no Tatsujin: V Version,PSV,Namco Bandai Games,Action,2015,Japan,18,97675,97675,https://www.vgchartz.com/games/boxart/full_7154010JapanFrontccc.jpg,Japan
Famista Returns,3DS,Namco Bandai Games,Action,2015,Japan,13,96318,96318,https://www.vgchartz.com/games/boxart/full_7259276JapanFrontccc.jpg,Japan
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,Namco Bandai Games,Action,2015,Japan,26,95285,95285,https://www.vgchartz.com/games/boxart/full_7245733JapanFrontccc.jpg,Japan
Sword Art Online: Lost Song,PS3,Namco Bandai Games,Role-Playing,2015,Japan,41,89897,89897,https://www.vgchartz.com/games/boxart/full_3180230JapanFrontccc.jpg,Japan
One Piece: Kaizoku Musou 3,PS4,Namco Bandai Games,Action,2015,Japan,41,89282,89282,https://www.vgchartz.com/games/boxart/full_5608075JapanFrontccc.jpg,Japan
God Eater 2: Rage Burst,PS4,Namco Bandai Games,Action,2015,Japan,46,80529,80529,https://www.vgchartz.com/games/boxart/full_2600637JapanFrontccc.jpg,Japan
Dark Souls III,PS4,Namco Bandai Games,Role-Playing,2016,Global,41,1778568,1778568,https://www.vgchartz.com/games/boxart/full_6276285AmericaFrontccc.jpg,Japan
Pokken Tournament,WiiU,Namco Bandai Games,Fighting,2016,Global,42,1258800,1258800,https://www.vgchartz.com/games/boxart/full_8380865AmericaFrontccc.jpg,Japan
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,Fighting,2016,Global,48,1204896,1204896,https://www.vgchartz.com/games/boxart/full_3361687AmericaFrontccc.png,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2016,Global,85,1063976,4189724,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Dragon Ball: Xenoverse 2,PS4,Namco Bandai Games,Action,2016,Global,10,916289,916289,https://www.vgchartz.com/games/boxart/full_1341854AmericaFrontccc.jpg,Japan
Dark Souls III,PS4,Namco Bandai Games,Role-Playing,2016,USA,38,612476,612476,https://www.vgchartz.com/games/boxart/full_6276285AmericaFrontccc.jpg,Japan
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,Fighting,2016,USA,47,425084,425084,https://www.vgchartz.com/games/boxart/full_3361687AmericaFrontccc.png,Japan
Dark Souls III,XOne,Namco Bandai Games,Role-Playing,2016,USA,38,294934,294934,https://www.vgchartz.com/games/boxart/full_3767599AmericaFrontccc.jpg,Japan
Dragon Ball: Xenoverse 2,PS4,Namco Bandai Games,Action,2016,USA,10,278405,278405,https://www.vgchartz.com/games/boxart/full_1341854AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2016,Europe,85,556793,2159148,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Dark Souls III,PS4,Namco Bandai Games,Role-Playing,2016,Europe,38,522316,522316,https://www.vgchartz.com/games/boxart/full_6276285AmericaFrontccc.jpg,Japan
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,Fighting,2016,Europe,48,442203,442203,https://www.vgchartz.com/games/boxart/full_3361687AmericaFrontccc.png,Japan
Dragon Ball: Xenoverse 2,PS4,Namco Bandai Games,Action,2016,Europe,10,373133,373133,https://www.vgchartz.com/games/boxart/full_1341854AmericaFrontccc.jpg,Japan
Pokken Tournament,WiiU,Namco Bandai Games,Fighting,2016,Europe,42,343548,343548,https://www.vgchartz.com/games/boxart/full_8380865AmericaFrontccc.jpg,Japan
Dark Souls III,PS4,Namco Bandai Games,Role-Playing,2016,UK,38,87285,87285,https://www.vgchartz.com/games/boxart/full_6276285AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2016,UK,85,53242,306166,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Pokken Tournament,WiiU,Namco Bandai Games,Fighting,2016,UK,42,51144,51144,https://www.vgchartz.com/games/boxart/full_8380865AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2016,Germany,85,139839,491458,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Dark Souls III,PS4,Namco Bandai Games,Role-Playing,2016,Germany,38,99770,99770,https://www.vgchartz.com/games/boxart/full_6276285AmericaFrontccc.jpg,Japan
Pokken Tournament,WiiU,Namco Bandai Games,Fighting,2016,Germany,42,76218,76218,https://www.vgchartz.com/games/boxart/full_8380865AmericaFrontccc.jpg,Japan
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,Fighting,2016,Germany,48,75929,75929,https://www.vgchartz.com/games/boxart/full_3361687AmericaFrontccc.png,Japan
The Witcher 3: Wild Hunt,PC,Namco Bandai Games,Misc,2016,Germany,85,65609,191928,https://www.vgchartz.com/games/boxart/full_5355846AmericaFrontccc.jpg,Japan
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,Fighting,2016,France,48,121844,121844,https://www.vgchartz.com/games/boxart/full_3361687AmericaFrontccc.png,Japan
Dragon Ball: Xenoverse 2,PS4,Namco Bandai Games,Action,2016,France,10,113335,113335,https://www.vgchartz.com/games/boxart/full_1341854AmericaFrontccc.jpg,Japan
Pokken Tournament,WiiU,Namco Bandai Games,Fighting,2016,France,42,109567,109567,https://www.vgchartz.com/games/boxart/full_8380865AmericaFrontccc.jpg,Japan
One Piece: Burning Blood,PS4,Namco Bandai Games,Fighting,2016,France,31,97372,97372,https://www.vgchartz.com/games/boxart/full_7777030AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2016,France,85,91358,305387,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Dark Souls III,PS4,Namco Bandai Games,Role-Playing,2016,France,38,79771,79771,https://www.vgchartz.com/games/boxart/full_6276285AmericaFrontccc.jpg,Japan
Saint Seiya: Soldiers' Soul,PS4,Namco Bandai Games,Fighting,2016,France,67,64123,90272,https://www.vgchartz.com/games/boxart/full_8144859PALFrontccc.jpg,Japan
Tales of Berseria,PS4,Namco Bandai Games,Role-Playing,2016,Japan,20,240525,240525,https://www.vgchartz.com/games/boxart/full_1733619JapanFrontccc.png,Japan
Dragon Ball: Fusions,3DS,Namco Bandai Games,Role-Playing,2016,Japan,22,208939,208939,https://www.vgchartz.com/games/boxart/full_5199891AmericaFrontccc.jpg,Japan
Pokken Tournament,WiiU,Namco Bandai Games,Fighting,2016,Japan,42,182078,182078,https://www.vgchartz.com/games/boxart/full_3574071JapanFrontccc.jpg,Japan
Gundam Breaker 3,PSV,Namco Bandai Games,Action,2016,Japan,44,135736,135736,https://www.vgchartz.com/games/boxart/full_8659486JapanFrontccc.jpg,Japan
Tales of Berseria,PS3,Namco Bandai Games,Role-Playing,2016,Japan,20,131555,131555,https://www.vgchartz.com/games/boxart/full_3764987JapanFrontccc.jpg,Japan
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,Fighting,2016,Japan,48,119576,119576,https://www.vgchartz.com/games/boxart/full_9110032JapanFrontccc.jpg,Japan
Sword Art Online: Hollow Realization,PSV,Namco Bandai Games,Role-Playing,2016,Japan,10,118023,118023,https://www.vgchartz.com/games/boxart/full_1898170JapanFrontccc.jpg,Japan
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,Namco Bandai Games,Action,2016,Japan,29,117768,117768,https://www.vgchartz.com/games/boxart/full_132829JapanFrontccc.jpg,Japan
SD Gundam G Generation Genesis,PSV,Namco Bandai Games,Strategy,2016,Japan,6,114780,114780,https://www.vgchartz.com/games/boxart/full_2057625JapanFrontccc.jpg,Japan
Sword Art Online: Hollow Realization,PS4,Namco Bandai Games,Role-Playing,2016,Japan,10,111552,111552,https://www.vgchartz.com/games/boxart/full_1367526JapanFrontccc.jpg,Japan
The Idolmaster: Platinum Stars,PS4,Namco Bandai Games,Simulation,2016,Japan,23,109620,109620,https://www.vgchartz.com/games/boxart/full_9608581JapanFrontccc.jpg,Japan
Digimon World: Next Order,PSV,Namco Bandai Games,Action,2016,Japan,42,108992,108992,https://www.vgchartz.com/games/boxart/full_5262659PALFrontccc.jpg,Japan
Dragon Ball: Xenoverse 2,PS4,Namco Bandai Games,Action,2016,Japan,9,108088,108088,https://www.vgchartz.com/games/boxart/full_1195586JapanFrontccc.jpg,Japan
SD Gundam G Generation Genesis,PS4,Namco Bandai Games,Strategy,2016,Japan,6,107509,107509,https://www.vgchartz.com/games/boxart/full_4301714JapanFrontccc.jpg,Japan
Super Robot Wars OG: The Moon Dwellers,PS4,Namco Bandai Games,Misc,2016,Japan,27,107368,107368,https://www.vgchartz.com/games/boxart/full_8690452JapanFrontccc.jpg,Japan
Gundam Breaker 3,PS4,Namco Bandai Games,Action,2016,Japan,44,106890,106890,https://www.vgchartz.com/games/boxart/full_1654476JapanFrontccc.jpg,Japan
Disney Magic World 2,3DS,Namco Bandai Games,Simulation,2016,Japan,61,102703,220099,https://www.vgchartz.com/games/boxart/full_2207606AmericaFrontccc.jpg,Japan
Tekken 7,PS4,Namco Bandai Games,Fighting,2017,Global,31,1245467,1245467,https://www.vgchartz.com/games/boxart/full_3410696AmericaFrontccc.jpg,Japan
Pokken Tournament,NS,Namco Bandai Games,Fighting,2017,USA,15,525301,525301,https://www.vgchartz.com/games/boxart/full_8288592AmericaFrontccc.png,Japan
Tekken 7,PS4,Namco Bandai Games,Fighting,2017,USA,31,372921,372921,https://www.vgchartz.com/games/boxart/full_3410696AmericaFrontccc.jpg,Japan
Tekken 7,PS4,Namco Bandai Games,Fighting,2017,Europe,31,552368,552368,https://www.vgchartz.com/games/boxart/full_3410696AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2017,Europe,137,419920,2579068,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Project CARS 2,PS4,Namco Bandai Games,Racing,2017,Europe,15,249910,249910,https://www.vgchartz.com/games/boxart/full_9221345AmericaFrontccc.jpg,Japan
Tekken 7,PS4,Namco Bandai Games,Fighting,2017,UK,31,69879,69879,https://www.vgchartz.com/games/boxart/full_3410696AmericaFrontccc.jpg,Japan
Tekken 7,PS4,Namco Bandai Games,Fighting,2017,Germany,31,111741,111741,https://www.vgchartz.com/games/boxart/full_3410696AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2017,Germany,137,100910,592368,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Project CARS 2,PS4,Namco Bandai Games,Racing,2017,Germany,15,54826,54826,https://www.vgchartz.com/games/boxart/full_9221345AmericaFrontccc.jpg,Japan
Tekken 7,PS4,Namco Bandai Games,Fighting,2017,France,31,100562,100562,https://www.vgchartz.com/games/boxart/full_3410696AmericaFrontccc.jpg,Japan
Dragon Ball: Xenoverse 2,PS4,Namco Bandai Games,Action,2017,France,62,74886,188221,https://www.vgchartz.com/games/boxart/full_1341854AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2017,France,137,69068,374455,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Dragon Ball Heroes: Ultimate Mission X,3DS,Namco Bandai Games,Misc,2017,Japan,36,224415,224415,https://www.vgchartz.com/games/boxart/full_6703487JapanFrontccc.jpg,Japan
Gundam Versus,PS4,Namco Bandai Games,Action,2017,Japan,26,182151,182151,https://www.vgchartz.com/games/boxart/full_7882399JapanFrontccc.jpg,Japan
Super Robot Wars V,PS4,Namco Bandai Games,Role-Playing,2017,Japan,45,144228,144228,https://www.vgchartz.com/games/boxart/full_1902375JapanFrontccc.jpg,Japan
Super Robot Wars V,PSV,Namco Bandai Games,Role-Playing,2017,Japan,45,122026,122026,https://www.vgchartz.com/games/boxart/full_9828236JapanFrontccc.jpg,Japan
Pro Baseball Famista Climax,3DS,Namco Bandai Games,Sports,2017,Japan,37,121950,121950,https://www.vgchartz.com/games/boxart/full_3300623JapanFrontccc.jpg,Japan
Tekken 7,PS4,Namco Bandai Games,Fighting,2017,Japan,31,101607,101607,https://www.vgchartz.com/games/boxart/full_7525576JapanFrontccc.jpg,Japan
Dragon Ball: Xenoverse 2,NS,Namco Bandai Games,Action,2017,Japan,17,97171,97171,https://www.vgchartz.com/games/boxart/full_8376345JapanFrontccc.jpg,Japan
.hack//G.U. Last Recode,PS4,Namco Bandai Games,Role-Playing,2017,Japan,9,72369,72369,https://www.vgchartz.com/games/boxart/full_4942399JapanFrontccc.jpg,Japan
Accel World vs. Sword Art Online: Millennium Twilight,PSV,Namco Bandai Games,Action,2017,Japan,42,67717,67717,https://www.vgchartz.com/games/boxart/full_7629821JapanFrontccc.jpg,Japan
City Shrouded in Shadow,PS4,Namco Bandai Games,Action-Adventure,2017,Japan,11,67496,67496,https://www.vgchartz.com/games/boxart/full_5590716JapanFrontccc.png,Japan
Dragon Ball Fighter Z,PS4,Namco Bandai Games,Fighting,2018,Global,49,1456835,1456835,https://www.vgchartz.com/games/boxart/full_270711AmericaFrontccc.jpg,Japan
Ni no Kuni II: Revenant Kingdom,PS4,Namco Bandai Games,Role-Playing,2018,Global,41,892818,892818,https://www.vgchartz.com/games/boxart/full_4917983AmericaFrontccc.jpg,Japan
SoulCalibur VI,PS4,Namco Bandai Games,Fighting,2018,Global,11,712769,712769,https://www.vgchartz.com/games/boxart/full_1838394AmericaFrontccc.png,Japan
Dragon Ball Fighter Z,PS4,Namco Bandai Games,Fighting,2018,USA,49,557541,554541,https://www.vgchartz.com/games/boxart/full_270711AmericaFrontccc.jpg,Japan
SoulCalibur VI,PS4,Namco Bandai Games,Fighting,2018,USA,11,404684,404684,https://www.vgchartz.com/games/boxart/full_1838394AmericaFrontccc.png,Japan
Dragon Ball Fighter Z,XOne,Namco Bandai Games,Fighting,2018,USA,49,352432,351432,https://www.vgchartz.com/games/boxart/full_1752951AmericaFrontccc.jpg,Japan
Ni no Kuni II: Revenant Kingdom,PS4,Namco Bandai Games,Role-Playing,2018,USA,41,305097,305097,https://www.vgchartz.com/games/boxart/full_4917983AmericaFrontccc.jpg,Japan
SoulCalibur VI,XOne,Namco Bandai Games,Fighting,2018,USA,11,237619,237619,https://www.vgchartz.com/games/boxart/full_1065977AmericaFrontccc.jpg,Japan
Dragon Ball Fighter Z,PS4,Namco Bandai Games,Fighting,2018,Europe,49,508690,508690,https://www.vgchartz.com/games/boxart/full_270711AmericaFrontccc.jpg,Japan
Ni no Kuni II: Revenant Kingdom,PS4,Namco Bandai Games,Role-Playing,2018,Europe,41,310322,310322,https://www.vgchartz.com/games/boxart/full_4917983AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2018,Europe,189,236140,2815208,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Tekken 7,XOne,Namco Bandai Games,Fighting,2018,UK,83,67561,87572,https://www.vgchartz.com/games/boxart/full_5665965AmericaFrontccc.jpg,Japan
Project CARS 2,XOne,Namco Bandai Games,Racing,2018,UK,67,63654,76598,https://www.vgchartz.com/games/boxart/full_385183AmericaFrontccc.jpg,Japan
Ni no Kuni II: Revenant Kingdom,PS4,Namco Bandai Games,Role-Playing,2018,Germany,41,58270,58270,https://www.vgchartz.com/games/boxart/full_4917983AmericaFrontccc.jpg,Japan
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,2018,Germany,189,57389,649757,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,Japan
Dragon Ball Fighter Z,PS4,Namco Bandai Games,Fighting,2018,Germany,49,44972,44972,https://www.vgchartz.com/games/boxart/full_270711AmericaFrontccc.jpg,Japan
Dragon Ball Fighter Z,PS4,Namco Bandai Games,Fighting,2018,France,49,178930,178930,https://www.vgchartz.com/games/boxart/full_270711AmericaFrontccc.jpg,Japan
Ni no Kuni II: Revenant Kingdom,PS4,Namco Bandai Games,Role-Playing,2018,France,41,66302,66302,https://www.vgchartz.com/games/boxart/full_4917983AmericaFrontccc.jpg,Japan
Taiko no Tatsujin: Drum 'n' Fun!,NS,Namco Bandai Games,Music,2018,Japan,24,272326,272326,https://www.vgchartz.com/games/boxart/full_6762825JapanFrontccc.jpg,Japan
